ID,DR,G,ND,WD,other
ID_Q6F7EO,0,0,0,0,0
ID_NG4D0S,0,0,0,0,0
ID_UPTG2S,0,0,0,0,0
ID_5SMPIX,0,0,0,0,0
ID_IYBIOR,0,0,0,0,0
ID_KIUSDF,0,0,0,0,0
ID_DH7PGA,0,0,0,0,0
ID_GKTZWT,0,0,0,0,0
ID_NGM1NP,0,0,0,0,0
ID_W4QILD,0,0,0,0,0
ID_2W8RYH,0,0,0,0,0
ID_TEGWP5,0,0,0,0,0
ID_4470ON,0,0,0,0,0
ID_Q0IXRM,0,0,0,0,0
ID_IH0QHF,0,0,0,0,0
ID_C8Q52Z,0,0,0,0,0
ID_Q85P3X,0,0,0,0,0
ID_S000JV,0,0,0,0,0
ID_QN010Z,0,0,0,0,0
ID_XBXUSX,0,0,0,0,0
ID_7SHEUW,0,0,0,0,0
ID_B66FVM,0,0,0,0,0
ID_9QDI2X,0,0,0,0,0
ID_EELQ7A,0,0,0,0,0
ID_1G53IP,0,0,0,0,0
ID_7CUYXG,0,0,0,0,0
ID_JFJUVN,0,0,0,0,0
ID_HTKVU5,0,0,0,0,0
ID_PG0V8C,0,0,0,0,0
ID_TSGI3R,0,0,0,0,0
ID_T9HEOL,0,0,0,0,0
ID_V6QYU2,0,0,0,0,0
ID_5MASGX,0,0,0,0,0
ID_SFYE75,0,0,0,0,0
ID_8FHTVH,0,0,0,0,0
ID_QZ8S9Q,0,0,0,0,0
ID_AKW2KP,0,0,0,0,0
ID_NAGAZE,0,0,0,0,0
ID_HINTXZ,0,0,0,0,0
ID_O2E2H6,0,0,0,0,0
ID_07AJI2,0,0,0,0,0
ID_OZTWAR,0,0,0,0,0
ID_ZL18RH,0,0,0,0,0
ID_IY04P3,0,0,0,0,0
ID_77Z5JF,0,0,0,0,0
ID_VCBW9X,0,0,0,0,0
ID_5GDWJO,0,0,0,0,0
ID_HC261E,0,0,0,0,0
ID_3LXDOF,0,0,0,0,0
ID_HBL53O,0,0,0,0,0
ID_UK8P5F,0,0,0,0,0
ID_LAIPGE,0,0,0,0,0
ID_NYRPBG,0,0,0,0,0
ID_6L0S3T,0,0,0,0,0
ID_ZOGE30,0,0,0,0,0
ID_81J6SS,0,0,0,0,0
ID_JHMDXV,0,0,0,0,0
ID_X32CYJ,0,0,0,0,0
ID_1O5RQY,0,0,0,0,0
ID_SY7O4I,0,0,0,0,0
ID_JQWPIF,0,0,0,0,0
ID_5WBY2W,0,0,0,0,0
ID_UWTYCA,0,0,0,0,0
ID_2SS9E7,0,0,0,0,0
ID_HSCDCE,0,0,0,0,0
ID_K5GHWJ,0,0,0,0,0
ID_KAK51X,0,0,0,0,0
ID_1SRH4E,0,0,0,0,0
ID_LUXTEY,0,0,0,0,0
ID_9U6NCG,0,0,0,0,0
ID_MXYGSX,0,0,0,0,0
ID_G0X8D7,0,0,0,0,0
ID_3PVN60,0,0,0,0,0
ID_0FQ4YV,0,0,0,0,0
ID_TJN7PU,0,0,0,0,0
ID_BL9EGE,0,0,0,0,0
ID_OV7C4O,0,0,0,0,0
ID_OG9RZ9,0,0,0,0,0
ID_MTQZBE,0,0,0,0,0
ID_87AD54,0,0,0,0,0
ID_O8B5TR,0,0,0,0,0
ID_UC05Q2,0,0,0,0,0
ID_IJJUUY,0,0,0,0,0
ID_5QJ1JS,0,0,0,0,0
ID_ORG2VX,0,0,0,0,0
ID_47SUKK,0,0,0,0,0
ID_5M5S3W,0,0,0,0,0
ID_K3ZEPG,0,0,0,0,0
ID_DA7VIN,0,0,0,0,0
ID_7EJWYW,0,0,0,0,0
ID_RIFOOL,0,0,0,0,0
ID_0DK8VV,0,0,0,0,0
ID_Q6LX0S,0,0,0,0,0
ID_9JC9LN,0,0,0,0,0
ID_V1C747,0,0,0,0,0
ID_R803GA,0,0,0,0,0
ID_N1628J,0,0,0,0,0
ID_CA46VX,0,0,0,0,0
ID_XBITYB,0,0,0,0,0
ID_BMV45X,0,0,0,0,0
ID_G3YPVJ,0,0,0,0,0
ID_A7UZ5C,0,0,0,0,0
ID_ILY8VI,0,0,0,0,0
ID_LW449O,0,0,0,0,0
ID_F6DM3K,0,0,0,0,0
ID_IV47SJ,0,0,0,0,0
ID_75Y8CP,0,0,0,0,0
ID_KHZCMO,0,0,0,0,0
ID_9856ES,0,0,0,0,0
ID_6I28T9,0,0,0,0,0
ID_I5X26E,0,0,0,0,0
ID_0HXEHY,0,0,0,0,0
ID_RQ7SR1,0,0,0,0,0
ID_W8EJRD,0,0,0,0,0
ID_DNIWJ8,0,0,0,0,0
ID_EBENNT,0,0,0,0,0
ID_QCEGQ2,0,0,0,0,0
ID_C8JOYU,0,0,0,0,0
ID_J7Y7IS,0,0,0,0,0
ID_KY2BPP,0,0,0,0,0
ID_XR3AI7,0,0,0,0,0
ID_9QQP3E,0,0,0,0,0
ID_YE53QH,0,0,0,0,0
ID_KGUFUK,0,0,0,0,0
ID_ARO86L,0,0,0,0,0
ID_SB33AT,0,0,0,0,0
ID_0HEZDQ,0,0,0,0,0
ID_5NCPTB,0,0,0,0,0
ID_4AJW2D,0,0,0,0,0
ID_F94F4J,0,0,0,0,0
ID_8D73NW,0,0,0,0,0
ID_5F1022,0,0,0,0,0
ID_F1VDAZ,0,0,0,0,0
ID_OSOKN9,0,0,0,0,0
ID_8JHA1Q,0,0,0,0,0
ID_4OST8C,0,0,0,0,0
ID_FAME77,0,0,0,0,0
ID_1FTZOF,0,0,0,0,0
ID_EE3WP7,0,0,0,0,0
ID_ZAPNVZ,0,0,0,0,0
ID_SS9UIH,0,0,0,0,0
ID_IULIJU,0,0,0,0,0
ID_N793BY,0,0,0,0,0
ID_DUXJRH,0,0,0,0,0
ID_QUVQGH,0,0,0,0,0
ID_M565L3,0,0,0,0,0
ID_6P2JU9,0,0,0,0,0
ID_2E9RGL,0,0,0,0,0
ID_POKX8W,0,0,0,0,0
ID_NBYKTN,0,0,0,0,0
ID_52O6JT,0,0,0,0,0
ID_154U6M,0,0,0,0,0
ID_1WLTOT,0,0,0,0,0
ID_4FA8PL,0,0,0,0,0
ID_M7TVWK,0,0,0,0,0
ID_6E21GV,0,0,0,0,0
ID_ENQ4NM,0,0,0,0,0
ID_J12DMX,0,0,0,0,0
ID_5JFO8R,0,0,0,0,0
ID_M4QB9S,0,0,0,0,0
ID_0JNXQ7,0,0,0,0,0
ID_EIZ0FB,0,0,0,0,0
ID_B9JOAC,0,0,0,0,0
ID_MH8ZLB,0,0,0,0,0
ID_FCBVME,0,0,0,0,0
ID_XULQTG,0,0,0,0,0
ID_NOBS21,0,0,0,0,0
ID_Q0QCE7,0,0,0,0,0
ID_KXPQS4,0,0,0,0,0
ID_8KWZ76,0,0,0,0,0
ID_FGLCPT,0,0,0,0,0
ID_0CI950,0,0,0,0,0
ID_781UGP,0,0,0,0,0
ID_M0QOBX,0,0,0,0,0
ID_DSW4GU,0,0,0,0,0
ID_HHNZLV,0,0,0,0,0
ID_UAMA1S,0,0,0,0,0
ID_BE2EUH,0,0,0,0,0
ID_474UFS,0,0,0,0,0
ID_SU19AX,0,0,0,0,0
ID_3E4YT1,0,0,0,0,0
ID_VGZJ1R,0,0,0,0,0
ID_ZT57W5,0,0,0,0,0
ID_EXF2LW,0,0,0,0,0
ID_TQNNJ2,0,0,0,0,0
ID_DCCN3Y,0,0,0,0,0
ID_MR3HSB,0,0,0,0,0
ID_THD68Q,0,0,0,0,0
ID_ND86RY,0,0,0,0,0
ID_P2BYS9,0,0,0,0,0
ID_PF1W8C,0,0,0,0,0
ID_BAK7CW,0,0,0,0,0
ID_2EUKOI,0,0,0,0,0
ID_F4N0AP,0,0,0,0,0
ID_KQP5JB,0,0,0,0,0
ID_VBU8TD,0,0,0,0,0
ID_RWSPOP,0,0,0,0,0
ID_3N12IV,0,0,0,0,0
ID_HOIHNK,0,0,0,0,0
ID_7J996B,0,0,0,0,0
ID_EN3752,0,0,0,0,0
ID_22LEOE,0,0,0,0,0
ID_WJIC53,0,0,0,0,0
ID_P7XCPA,0,0,0,0,0
ID_CVYVDC,0,0,0,0,0
ID_IJOQDM,0,0,0,0,0
ID_RRTBW1,0,0,0,0,0
ID_4Q9OAM,0,0,0,0,0
ID_1DTN4F,0,0,0,0,0
ID_8C4X7Y,0,0,0,0,0
ID_4M3HQ1,0,0,0,0,0
ID_CV80O4,0,0,0,0,0
ID_66JIJF,0,0,0,0,0
ID_194I5Q,0,0,0,0,0
ID_PUEK1L,0,0,0,0,0
ID_CG86GH,0,0,0,0,0
ID_R91XQM,0,0,0,0,0
ID_EF6AD9,0,0,0,0,0
ID_V25140,0,0,0,0,0
ID_1YMKZ3,0,0,0,0,0
ID_XPKLJ5,0,0,0,0,0
ID_QW9GQM,0,0,0,0,0
ID_ZP1AU6,0,0,0,0,0
ID_O4E311,0,0,0,0,0
ID_LHL5Y2,0,0,0,0,0
ID_ZXIS31,0,0,0,0,0
ID_891T5F,0,0,0,0,0
ID_CHUKAS,0,0,0,0,0
ID_GPM5IQ,0,0,0,0,0
ID_16LTOK,0,0,0,0,0
ID_X2V2GQ,0,0,0,0,0
ID_40HT3E,0,0,0,0,0
ID_3VMNOT,0,0,0,0,0
ID_AGOGD7,0,0,0,0,0
ID_1E96LU,0,0,0,0,0
ID_AJN1VA,0,0,0,0,0
ID_PP3VI2,0,0,0,0,0
ID_UE0S70,0,0,0,0,0
ID_9BX45J,0,0,0,0,0
ID_FMOVLS,0,0,0,0,0
ID_G3S1PZ,0,0,0,0,0
ID_F7W1AN,0,0,0,0,0
ID_H4UIIM,0,0,0,0,0
ID_VLO1I1,0,0,0,0,0
ID_1TP86M,0,0,0,0,0
ID_L8XHV5,0,0,0,0,0
ID_KER4QK,0,0,0,0,0
ID_O3CERU,0,0,0,0,0
ID_4TL3X5,0,0,0,0,0
ID_643UW5,0,0,0,0,0
ID_HRMZLW,0,0,0,0,0
ID_Q6XA8H,0,0,0,0,0
ID_W7CZC8,0,0,0,0,0
ID_I0QTSU,0,0,0,0,0
ID_0P65NL,0,0,0,0,0
ID_U56LVX,0,0,0,0,0
ID_63TZU0,0,0,0,0,0
ID_EMD1JG,0,0,0,0,0
ID_93705A,0,0,0,0,0
ID_USOSKK,0,0,0,0,0
ID_3DVAB2,0,0,0,0,0
ID_E7D08F,0,0,0,0,0
ID_IUFU8P,0,0,0,0,0
ID_UC7O8Y,0,0,0,0,0
ID_HM14S1,0,0,0,0,0
ID_LUCIYM,0,0,0,0,0
ID_ZGJHGM,0,0,0,0,0
ID_BU3TV7,0,0,0,0,0
ID_38M03S,0,0,0,0,0
ID_9EDN7Z,0,0,0,0,0
ID_UOF8LC,0,0,0,0,0
ID_PH03JA,0,0,0,0,0
ID_65X6I5,0,0,0,0,0
ID_ZI9I2N,0,0,0,0,0
ID_UHC8IE,0,0,0,0,0
ID_98BD7E,0,0,0,0,0
ID_9HW524,0,0,0,0,0
ID_NIF1R8,0,0,0,0,0
ID_CJL4PZ,0,0,0,0,0
ID_BFQD4I,0,0,0,0,0
ID_EOAT14,0,0,0,0,0
ID_RWTRH3,0,0,0,0,0
ID_5BERTC,0,0,0,0,0
ID_7SVAWZ,0,0,0,0,0
ID_U94IGG,0,0,0,0,0
ID_ZTHVLZ,0,0,0,0,0
ID_972GO8,0,0,0,0,0
ID_FWUJW1,0,0,0,0,0
ID_34JXIW,0,0,0,0,0
ID_XCXUHO,0,0,0,0,0
ID_HZZY0Y,0,0,0,0,0
ID_IVEE0O,0,0,0,0,0
ID_GONYNA,0,0,0,0,0
ID_1YSIEA,0,0,0,0,0
ID_HN19RU,0,0,0,0,0
ID_T6CN5C,0,0,0,0,0
ID_J4VTSC,0,0,0,0,0
ID_K053DS,0,0,0,0,0
ID_C15DYJ,0,0,0,0,0
ID_RR5NNH,0,0,0,0,0
ID_0494MN,0,0,0,0,0
ID_PJ59FP,0,0,0,0,0
ID_O7C0W3,0,0,0,0,0
ID_MFE6QV,0,0,0,0,0
ID_YN0OT8,0,0,0,0,0
ID_3EZA2B,0,0,0,0,0
ID_ZQPCKO,0,0,0,0,0
ID_56U069,0,0,0,0,0
ID_GKO5JT,0,0,0,0,0
ID_AULEFT,0,0,0,0,0
ID_TAWS1U,0,0,0,0,0
ID_E33MIJ,0,0,0,0,0
ID_REAP13,0,0,0,0,0
ID_7QZIK3,0,0,0,0,0
ID_RYYYS5,0,0,0,0,0
ID_48KG5J,0,0,0,0,0
ID_1AKGU4,0,0,0,0,0
ID_HX9DCY,0,0,0,0,0
ID_JCO3H0,0,0,0,0,0
ID_2D0G2K,0,0,0,0,0
ID_RNG2LR,0,0,0,0,0
ID_INDJRM,0,0,0,0,0
ID_UK52FV,0,0,0,0,0
ID_LGY3QO,0,0,0,0,0
ID_XVC13N,0,0,0,0,0
ID_25ZPCP,0,0,0,0,0
ID_53ZV9K,0,0,0,0,0
ID_CCOZUI,0,0,0,0,0
ID_4FFONC,0,0,0,0,0
ID_I1KJKD,0,0,0,0,0
ID_BHWI1G,0,0,0,0,0
ID_VZD83P,0,0,0,0,0
ID_0UJHPI,0,0,0,0,0
ID_LQEBA1,0,0,0,0,0
ID_YH4RJ0,0,0,0,0,0
ID_XGYKRG,0,0,0,0,0
ID_6EJWP4,0,0,0,0,0
ID_8839YJ,0,0,0,0,0
ID_60YNNA,0,0,0,0,0
ID_JTF9YB,0,0,0,0,0
ID_YYX2IQ,0,0,0,0,0
ID_IT5ER6,0,0,0,0,0
ID_2CYCOI,0,0,0,0,0
ID_MT3A43,0,0,0,0,0
ID_KIG4YB,0,0,0,0,0
ID_TS50ZE,0,0,0,0,0
ID_OTJORQ,0,0,0,0,0
ID_E54L1P,0,0,0,0,0
ID_KAOMCU,0,0,0,0,0
ID_KPYFZD,0,0,0,0,0
ID_QKLT9I,0,0,0,0,0
ID_9A9H96,0,0,0,0,0
ID_15EX4L,0,0,0,0,0
ID_P8ITQU,0,0,0,0,0
ID_Q7GY61,0,0,0,0,0
ID_UYW8U4,0,0,0,0,0
ID_S2EASC,0,0,0,0,0
ID_4RM2TJ,0,0,0,0,0
ID_ERO649,0,0,0,0,0
ID_I0LVAU,0,0,0,0,0
ID_8VAUQ3,0,0,0,0,0
ID_0Q3L8J,0,0,0,0,0
ID_CPSGXI,0,0,0,0,0
ID_C7I67L,0,0,0,0,0
ID_Z0EFI6,0,0,0,0,0
ID_YY8YRX,0,0,0,0,0
ID_YWQ1OB,0,0,0,0,0
ID_ES0JYP,0,0,0,0,0
ID_T2RIQC,0,0,0,0,0
ID_GWYE3Y,0,0,0,0,0
ID_9NMGSV,0,0,0,0,0
ID_Y3ETC3,0,0,0,0,0
ID_722L1C,0,0,0,0,0
ID_KC3B8G,0,0,0,0,0
ID_6EY7MK,0,0,0,0,0
ID_NQAOGW,0,0,0,0,0
ID_NRYV96,0,0,0,0,0
ID_68QKKQ,0,0,0,0,0
ID_KFUC46,0,0,0,0,0
ID_0A3P5Z,0,0,0,0,0
ID_M9MGH9,0,0,0,0,0
ID_DYB5SL,0,0,0,0,0
ID_QLETWS,0,0,0,0,0
ID_ALNBZ9,0,0,0,0,0
ID_5IOCXU,0,0,0,0,0
ID_ABNXCV,0,0,0,0,0
ID_2GM9RL,0,0,0,0,0
ID_XM3YWE,0,0,0,0,0
ID_ELZ7PS,0,0,0,0,0
ID_FZ906C,0,0,0,0,0
ID_IXTNYZ,0,0,0,0,0
ID_VYCORU,0,0,0,0,0
ID_2NT1YA,0,0,0,0,0
ID_KKFC2M,0,0,0,0,0
ID_XL3Y5N,0,0,0,0,0
ID_8FQP49,0,0,0,0,0
ID_3GWWPN,0,0,0,0,0
ID_VVE0TP,0,0,0,0,0
ID_Y5S6BU,0,0,0,0,0
ID_XEVE5H,0,0,0,0,0
ID_TYYPCB,0,0,0,0,0
ID_LDK685,0,0,0,0,0
ID_ST4FBR,0,0,0,0,0
ID_IFIRLM,0,0,0,0,0
ID_DIC7BX,0,0,0,0,0
ID_2OAQEU,0,0,0,0,0
ID_DZNLI1,0,0,0,0,0
ID_FPYNLX,0,0,0,0,0
ID_UDT7HY,0,0,0,0,0
ID_ARQQRO,0,0,0,0,0
ID_B892RS,0,0,0,0,0
ID_YTBLUZ,0,0,0,0,0
ID_7BSQZ5,0,0,0,0,0
ID_VK9ZAP,0,0,0,0,0
ID_4B1NWY,0,0,0,0,0
ID_MPXK1R,0,0,0,0,0
ID_MDC2L2,0,0,0,0,0
ID_N98ANB,0,0,0,0,0
ID_OXVHUL,0,0,0,0,0
ID_NT3324,0,0,0,0,0
ID_8WVVYS,0,0,0,0,0
ID_7ANE27,0,0,0,0,0
ID_3DHQCE,0,0,0,0,0
ID_7B1JW0,0,0,0,0,0
ID_AQ022U,0,0,0,0,0
ID_4QJAII,0,0,0,0,0
ID_952XXO,0,0,0,0,0
ID_5UDV9R,0,0,0,0,0
ID_VL5SIC,0,0,0,0,0
ID_OBVUD9,0,0,0,0,0
ID_SAIRLB,0,0,0,0,0
ID_WLVYS7,0,0,0,0,0
ID_IWRSE1,0,0,0,0,0
ID_3LOQVL,0,0,0,0,0
ID_7ZYC54,0,0,0,0,0
ID_MWM48Y,0,0,0,0,0
ID_VG8VKN,0,0,0,0,0
ID_HQMJW0,0,0,0,0,0
ID_2XMULB,0,0,0,0,0
ID_E89BZM,0,0,0,0,0
ID_PX1YC1,0,0,0,0,0
ID_0ADU2F,0,0,0,0,0
ID_I4XEAH,0,0,0,0,0
ID_H6UJAF,0,0,0,0,0
ID_J6K3CD,0,0,0,0,0
ID_VKFLXF,0,0,0,0,0
ID_3IIF49,0,0,0,0,0
ID_8ZJ793,0,0,0,0,0
ID_4I2HAR,0,0,0,0,0
ID_S3VL8N,0,0,0,0,0
ID_NKUD29,0,0,0,0,0
ID_VKLWAM,0,0,0,0,0
ID_DOQN2M,0,0,0,0,0
ID_0XM88T,0,0,0,0,0
ID_51HN1L,0,0,0,0,0
ID_K5BFZM,0,0,0,0,0
ID_EIVOVE,0,0,0,0,0
ID_VUUARO,0,0,0,0,0
ID_43EA86,0,0,0,0,0
ID_4S8NZ7,0,0,0,0,0
ID_I6SFCI,0,0,0,0,0
ID_GC3ZI3,0,0,0,0,0
ID_1AKMRM,0,0,0,0,0
ID_4NS5WT,0,0,0,0,0
ID_KDIUBU,0,0,0,0,0
ID_H7Z2ZG,0,0,0,0,0
ID_77XCKC,0,0,0,0,0
ID_85ANMA,0,0,0,0,0
ID_UMOZ6S,0,0,0,0,0
ID_KZARVG,0,0,0,0,0
ID_2F0E70,0,0,0,0,0
ID_GKWCOE,0,0,0,0,0
ID_G9WGZ1,0,0,0,0,0
ID_XOGV9U,0,0,0,0,0
ID_6CSOXU,0,0,0,0,0
ID_X2THQ5,0,0,0,0,0
ID_35865Y,0,0,0,0,0
ID_CXUX6M,0,0,0,0,0
ID_CEHKDQ,0,0,0,0,0
ID_SF8443,0,0,0,0,0
ID_XDVWLG,0,0,0,0,0
ID_8QCVI7,0,0,0,0,0
ID_PTNEZC,0,0,0,0,0
ID_IKVV79,0,0,0,0,0
ID_FYIKL9,0,0,0,0,0
ID_2IBP2G,0,0,0,0,0
ID_OMZKBB,0,0,0,0,0
ID_7Y56WX,0,0,0,0,0
ID_TQHJBS,0,0,0,0,0
ID_3LMMNU,0,0,0,0,0
ID_RZVYL3,0,0,0,0,0
ID_9BS2JV,0,0,0,0,0
ID_1MZXNG,0,0,0,0,0
ID_HINQN2,0,0,0,0,0
ID_9WBPSL,0,0,0,0,0
ID_NRMRMD,0,0,0,0,0
ID_UKTFO6,0,0,0,0,0
ID_GBASMJ,0,0,0,0,0
ID_KWHR1M,0,0,0,0,0
ID_0G71T3,0,0,0,0,0
ID_5ZBLI5,0,0,0,0,0
ID_UHF82J,0,0,0,0,0
ID_DS3Q4A,0,0,0,0,0
ID_S4D7G5,0,0,0,0,0
ID_V31AGK,0,0,0,0,0
ID_AEZN35,0,0,0,0,0
ID_55YDX8,0,0,0,0,0
ID_GSO5PM,0,0,0,0,0
ID_T7CGCE,0,0,0,0,0
ID_NJFCWC,0,0,0,0,0
ID_5RPAN1,0,0,0,0,0
ID_67IA0X,0,0,0,0,0
ID_XN1QIB,0,0,0,0,0
ID_I8H6K8,0,0,0,0,0
ID_OTIO85,0,0,0,0,0
ID_S2YVLV,0,0,0,0,0
ID_VRS27T,0,0,0,0,0
ID_263HV2,0,0,0,0,0
ID_41WYX0,0,0,0,0,0
ID_E2DDZ8,0,0,0,0,0
ID_WWTJ8Z,0,0,0,0,0
ID_ZQJLQY,0,0,0,0,0
ID_N8KUQY,0,0,0,0,0
ID_4YNWSN,0,0,0,0,0
ID_UMGZXY,0,0,0,0,0
ID_GR02Q8,0,0,0,0,0
ID_MI9AJH,0,0,0,0,0
ID_CGPJCD,0,0,0,0,0
ID_LQR2WS,0,0,0,0,0
ID_84F07A,0,0,0,0,0
ID_WX01YD,0,0,0,0,0
ID_MV9OMY,0,0,0,0,0
ID_O4SLAL,0,0,0,0,0
ID_D4G50Z,0,0,0,0,0
ID_BBDBID,0,0,0,0,0
ID_2ZDOU4,0,0,0,0,0
ID_HLHUVU,0,0,0,0,0
ID_JXA2BK,0,0,0,0,0
ID_PJ9WU0,0,0,0,0,0
ID_8NCE9S,0,0,0,0,0
ID_F19GZJ,0,0,0,0,0
ID_F0Q1NK,0,0,0,0,0
ID_13T799,0,0,0,0,0
ID_AA58DV,0,0,0,0,0
ID_QII112,0,0,0,0,0
ID_QLOB5I,0,0,0,0,0
ID_7M3SJ8,0,0,0,0,0
ID_ZJ31M4,0,0,0,0,0
ID_1LZ4FB,0,0,0,0,0
ID_ZCF8O2,0,0,0,0,0
ID_1PYS01,0,0,0,0,0
ID_039G44,0,0,0,0,0
ID_L1WRGP,0,0,0,0,0
ID_032PDQ,0,0,0,0,0
ID_BTX9OS,0,0,0,0,0
ID_OQQNX2,0,0,0,0,0
ID_NZRSWP,0,0,0,0,0
ID_R87EGY,0,0,0,0,0
ID_CI2ERS,0,0,0,0,0
ID_WT1ZAI,0,0,0,0,0
ID_R3T8SE,0,0,0,0,0
ID_S1XTO3,0,0,0,0,0
ID_QR0UR8,0,0,0,0,0
ID_ALFR0U,0,0,0,0,0
ID_68GZ61,0,0,0,0,0
ID_RBV5TH,0,0,0,0,0
ID_J2Q6SD,0,0,0,0,0
ID_7PNMEN,0,0,0,0,0
ID_5WSCN2,0,0,0,0,0
ID_UJHZ5S,0,0,0,0,0
ID_N0EJGO,0,0,0,0,0
ID_V6SGY7,0,0,0,0,0
ID_ZN72TU,0,0,0,0,0
ID_XYNVWC,0,0,0,0,0
ID_Z1KJFU,0,0,0,0,0
ID_RETM21,0,0,0,0,0
ID_QGQ1VP,0,0,0,0,0
ID_Y3W7P4,0,0,0,0,0
ID_HWW4N0,0,0,0,0,0
ID_46ZIBC,0,0,0,0,0
ID_JWRT7D,0,0,0,0,0
ID_JKPTI4,0,0,0,0,0
ID_YUF3HW,0,0,0,0,0
ID_G6WC5R,0,0,0,0,0
ID_A49PSQ,0,0,0,0,0
ID_74SKJ3,0,0,0,0,0
ID_KDJMM2,0,0,0,0,0
ID_IMEB1Z,0,0,0,0,0
ID_HCGRL3,0,0,0,0,0
ID_RFSLIW,0,0,0,0,0
ID_75OGIU,0,0,0,0,0
ID_8NADC6,0,0,0,0,0
ID_QO6DXE,0,0,0,0,0
ID_AP772S,0,0,0,0,0
ID_WHW5TO,0,0,0,0,0
ID_QWFM0L,0,0,0,0,0
ID_QY1L0X,0,0,0,0,0
ID_6Q44TW,0,0,0,0,0
ID_YEIHWZ,0,0,0,0,0
ID_3KMXXC,0,0,0,0,0
ID_JAC6E5,0,0,0,0,0
ID_3IY4VG,0,0,0,0,0
ID_EFL7JQ,0,0,0,0,0
ID_S0PS4L,0,0,0,0,0
ID_FBB68Q,0,0,0,0,0
ID_D2J391,0,0,0,0,0
ID_I1J7QN,0,0,0,0,0
ID_M4N77N,0,0,0,0,0
ID_QJMZ44,0,0,0,0,0
ID_XEVH8E,0,0,0,0,0
ID_J447J8,0,0,0,0,0
ID_59E54I,0,0,0,0,0
ID_4STHRE,0,0,0,0,0
ID_UBL4IN,0,0,0,0,0
ID_3WXIY0,0,0,0,0,0
ID_OLSZYA,0,0,0,0,0
ID_AZNB5W,0,0,0,0,0
ID_03Z9G6,0,0,0,0,0
ID_AHI04N,0,0,0,0,0
ID_WPHUIF,0,0,0,0,0
ID_X2TP3E,0,0,0,0,0
ID_EMIEE3,0,0,0,0,0
ID_LSBBA8,0,0,0,0,0
ID_UCYJ7O,0,0,0,0,0
ID_FNU4ZU,0,0,0,0,0
ID_R8BISJ,0,0,0,0,0
ID_CAEDAS,0,0,0,0,0
ID_XILSZY,0,0,0,0,0
ID_K35947,0,0,0,0,0
ID_631YDC,0,0,0,0,0
ID_4U6WRQ,0,0,0,0,0
ID_VKVK67,0,0,0,0,0
ID_JIAIWS,0,0,0,0,0
ID_K6BUQC,0,0,0,0,0
ID_57N83N,0,0,0,0,0
ID_UQLFEV,0,0,0,0,0
ID_OZFEAU,0,0,0,0,0
ID_D8VF0I,0,0,0,0,0
ID_75IHWB,0,0,0,0,0
ID_WVFQYF,0,0,0,0,0
ID_A8BZUY,0,0,0,0,0
ID_1T9V60,0,0,0,0,0
ID_XOQT1R,0,0,0,0,0
ID_M1380B,0,0,0,0,0
ID_5GIKOV,0,0,0,0,0
ID_NGI4ZI,0,0,0,0,0
ID_W2OCBK,0,0,0,0,0
ID_OAH9UM,0,0,0,0,0
ID_I3QYFX,0,0,0,0,0
ID_XQQZEU,0,0,0,0,0
ID_FBJDU6,0,0,0,0,0
ID_VYAQ79,0,0,0,0,0
ID_PEWIUV,0,0,0,0,0
ID_6TZWTR,0,0,0,0,0
ID_AA16UV,0,0,0,0,0
ID_DVFYL1,0,0,0,0,0
ID_C6IS7N,0,0,0,0,0
ID_6E9D2F,0,0,0,0,0
ID_5XPMLP,0,0,0,0,0
ID_60G2S2,0,0,0,0,0
ID_ECXHRJ,0,0,0,0,0
ID_BASX4R,0,0,0,0,0
ID_1Z2K4P,0,0,0,0,0
ID_TKDTXZ,0,0,0,0,0
ID_T3LC8T,0,0,0,0,0
ID_KT4029,0,0,0,0,0
ID_QKX52B,0,0,0,0,0
ID_ZQRWFS,0,0,0,0,0
ID_B345XS,0,0,0,0,0
ID_5BT5HH,0,0,0,0,0
ID_OOOQ4V,0,0,0,0,0
ID_U5L950,0,0,0,0,0
ID_WTOLTO,0,0,0,0,0
ID_O915DA,0,0,0,0,0
ID_4C8M5C,0,0,0,0,0
ID_SRG37F,0,0,0,0,0
ID_RMEIO5,0,0,0,0,0
ID_EHWL8E,0,0,0,0,0
ID_4QEHLE,0,0,0,0,0
ID_EADX4N,0,0,0,0,0
ID_X7RUGC,0,0,0,0,0
ID_AEEIUG,0,0,0,0,0
ID_Z1QB3D,0,0,0,0,0
ID_3RIBE7,0,0,0,0,0
ID_859VZG,0,0,0,0,0
ID_PNR9BS,0,0,0,0,0
ID_XB3ZRZ,0,0,0,0,0
ID_5DONIW,0,0,0,0,0
ID_UE8FAU,0,0,0,0,0
ID_8RPMIS,0,0,0,0,0
ID_NRHSXR,0,0,0,0,0
ID_GYUK0K,0,0,0,0,0
ID_1SZC1S,0,0,0,0,0
ID_0JYRPI,0,0,0,0,0
ID_6YG4HK,0,0,0,0,0
ID_J8E14A,0,0,0,0,0
ID_GQ0GIP,0,0,0,0,0
ID_B5DYGD,0,0,0,0,0
ID_40UYWB,0,0,0,0,0
ID_93YFWB,0,0,0,0,0
ID_59UET0,0,0,0,0,0
ID_MB9NLY,0,0,0,0,0
ID_OQ3MLZ,0,0,0,0,0
ID_F703ZV,0,0,0,0,0
ID_RDM7LR,0,0,0,0,0
ID_0NR5EU,0,0,0,0,0
