Territory X Date,target,cases,Territory,Date
Comoros (the) X 1/31/20,0,0,Comoros (the),1/31/20
Comoros (the) X 2/1/20,0,0,Comoros (the),2/1/20
Comoros (the) X 2/2/20,0,0,Comoros (the),2/2/20
Comoros (the) X 2/3/20,0,0,Comoros (the),2/3/20
Comoros (the) X 2/4/20,0,0,Comoros (the),2/4/20
Comoros (the) X 2/5/20,0,0,Comoros (the),2/5/20
Comoros (the) X 2/6/20,0,0,Comoros (the),2/6/20
Comoros (the) X 2/7/20,0,0,Comoros (the),2/7/20
Comoros (the) X 2/8/20,0,0,Comoros (the),2/8/20
Comoros (the) X 2/9/20,0,0,Comoros (the),2/9/20
Comoros (the) X 2/10/20,0,0,Comoros (the),2/10/20
Comoros (the) X 2/11/20,0,0,Comoros (the),2/11/20
Comoros (the) X 2/12/20,0,0,Comoros (the),2/12/20
Comoros (the) X 2/13/20,0,0,Comoros (the),2/13/20
Comoros (the) X 2/14/20,0,0,Comoros (the),2/14/20
Comoros (the) X 2/15/20,0,0,Comoros (the),2/15/20
Comoros (the) X 2/16/20,0,0,Comoros (the),2/16/20
Comoros (the) X 2/17/20,0,0,Comoros (the),2/17/20
Comoros (the) X 2/18/20,0,0,Comoros (the),2/18/20
Comoros (the) X 2/19/20,0,0,Comoros (the),2/19/20
Comoros (the) X 2/20/20,0,0,Comoros (the),2/20/20
Comoros (the) X 2/21/20,0,0,Comoros (the),2/21/20
Comoros (the) X 2/22/20,0,0,Comoros (the),2/22/20
Comoros (the) X 2/23/20,0,0,Comoros (the),2/23/20
Comoros (the) X 2/24/20,0,0,Comoros (the),2/24/20
Comoros (the) X 2/25/20,0,0,Comoros (the),2/25/20
Comoros (the) X 2/26/20,0,0,Comoros (the),2/26/20
Comoros (the) X 2/27/20,0,0,Comoros (the),2/27/20
Comoros (the) X 2/28/20,0,0,Comoros (the),2/28/20
Comoros (the) X 2/29/20,0,0,Comoros (the),2/29/20
Comoros (the) X 3/1/20,0,0,Comoros (the),3/1/20
Comoros (the) X 3/2/20,0,0,Comoros (the),3/2/20
Comoros (the) X 3/3/20,0,0,Comoros (the),3/3/20
Comoros (the) X 3/4/20,0,0,Comoros (the),3/4/20
Comoros (the) X 3/5/20,0,0,Comoros (the),3/5/20
Comoros (the) X 3/6/20,0,0,Comoros (the),3/6/20
Comoros (the) X 3/7/20,0,0,Comoros (the),3/7/20
Comoros (the) X 3/8/20,0,0,Comoros (the),3/8/20
Comoros (the) X 3/9/20,0,0,Comoros (the),3/9/20
Comoros (the) X 3/10/20,0,0,Comoros (the),3/10/20
Comoros (the) X 3/11/20,0,0,Comoros (the),3/11/20
Comoros (the) X 3/12/20,0,0,Comoros (the),3/12/20
Comoros (the) X 3/13/20,0,0,Comoros (the),3/13/20
Comoros (the) X 3/14/20,0,0,Comoros (the),3/14/20
Comoros (the) X 3/15/20,0,0,Comoros (the),3/15/20
Comoros (the) X 3/16/20,0,0,Comoros (the),3/16/20
Comoros (the) X 3/17/20,0,0,Comoros (the),3/17/20
Comoros (the) X 3/18/20,0,0,Comoros (the),3/18/20
Comoros (the) X 3/19/20,0,0,Comoros (the),3/19/20
Comoros (the) X 3/20/20,0,0,Comoros (the),3/20/20
Comoros (the) X 3/21/20,0,0,Comoros (the),3/21/20
Comoros (the) X 3/22/20,0,0,Comoros (the),3/22/20
Comoros (the) X 3/23/20,0,0,Comoros (the),3/23/20
Comoros (the) X 3/24/20,0,0,Comoros (the),3/24/20
Comoros (the) X 3/25/20,0,0,Comoros (the),3/25/20
Comoros (the) X 3/26/20,0,0,Comoros (the),3/26/20
Comoros (the) X 3/27/20,0,0,Comoros (the),3/27/20
Comoros (the) X 3/28/20,0,0,Comoros (the),3/28/20
Comoros (the) X 3/29/20,0,0,Comoros (the),3/29/20
Comoros (the) X 3/30/20,0,0,Comoros (the),3/30/20
Comoros (the) X 3/31/20,0,0,Comoros (the),3/31/20
Comoros (the) X 4/1/20,0,0,Comoros (the),4/1/20
Congo (the) X 1/22/20,0,0,Congo (the),1/22/20
Congo (the) X 1/23/20,0,0,Congo (the),1/23/20
Congo (the) X 1/24/20,0,0,Congo (the),1/24/20
Congo (the) X 1/25/20,0,0,Congo (the),1/25/20
Congo (the) X 1/26/20,0,0,Congo (the),1/26/20
Congo (the) X 1/27/20,0,0,Congo (the),1/27/20
Congo (the) X 1/28/20,0,0,Congo (the),1/28/20
Congo (the) X 1/29/20,0,0,Congo (the),1/29/20
Congo (the) X 1/30/20,0,0,Congo (the),1/30/20
Congo (the) X 1/31/20,0,0,Congo (the),1/31/20
Congo (the) X 2/1/20,0,0,Congo (the),2/1/20
Congo (the) X 2/2/20,0,0,Congo (the),2/2/20
Congo (the) X 2/3/20,0,0,Congo (the),2/3/20
Congo (the) X 2/4/20,0,0,Congo (the),2/4/20
Congo (the) X 2/5/20,0,0,Congo (the),2/5/20
Congo (the) X 2/6/20,0,0,Congo (the),2/6/20
Congo (the) X 2/7/20,0,0,Congo (the),2/7/20
Congo (the) X 2/8/20,0,0,Congo (the),2/8/20
Congo (the) X 2/9/20,0,0,Congo (the),2/9/20
Congo (the) X 2/10/20,0,0,Congo (the),2/10/20
Congo (the) X 2/11/20,0,0,Congo (the),2/11/20
Congo (the) X 2/12/20,0,0,Congo (the),2/12/20
Congo (the) X 2/13/20,0,0,Congo (the),2/13/20
Congo (the) X 2/14/20,0,0,Congo (the),2/14/20
Congo (the) X 2/15/20,0,0,Congo (the),2/15/20
Congo (the) X 2/16/20,0,0,Congo (the),2/16/20
Congo (the) X 2/17/20,0,0,Congo (the),2/17/20
Congo (the) X 2/18/20,0,0,Congo (the),2/18/20
Congo (the) X 2/19/20,0,0,Congo (the),2/19/20
Congo (the) X 2/20/20,0,0,Congo (the),2/20/20
Congo (the) X 2/21/20,0,0,Congo (the),2/21/20
Congo (the) X 2/22/20,0,0,Congo (the),2/22/20
Congo (the) X 2/23/20,0,0,Congo (the),2/23/20
Congo (the) X 2/24/20,0,0,Congo (the),2/24/20
Congo (the) X 2/25/20,0,0,Congo (the),2/25/20
Congo (the) X 2/26/20,0,0,Congo (the),2/26/20
Congo (the) X 2/27/20,0,0,Congo (the),2/27/20
Congo (the) X 2/28/20,0,0,Congo (the),2/28/20
Congo (the) X 2/29/20,0,0,Congo (the),2/29/20
Congo (the) X 3/1/20,0,0,Congo (the),3/1/20
Congo (the) X 3/2/20,0,0,Congo (the),3/2/20
Congo (the) X 3/3/20,0,0,Congo (the),3/3/20
Congo (the) X 3/4/20,0,0,Congo (the),3/4/20
Congo (the) X 3/5/20,0,0,Congo (the),3/5/20
Congo (the) X 3/6/20,0,0,Congo (the),3/6/20
Congo (the) X 3/7/20,0,0,Congo (the),3/7/20
Congo (the) X 3/8/20,0,0,Congo (the),3/8/20
Congo (the) X 3/9/20,0,0,Congo (the),3/9/20
Congo (the) X 3/10/20,0,0,Congo (the),3/10/20
Congo (the) X 3/11/20,0,0,Congo (the),3/11/20
Congo (the) X 3/12/20,0,0,Congo (the),3/12/20
Congo (the) X 3/13/20,0,0,Congo (the),3/13/20
Congo (the) X 3/14/20,0,0,Congo (the),3/14/20
Congo (the) X 3/15/20,0,1,Congo (the),3/15/20
Congo (the) X 3/16/20,0,1,Congo (the),3/16/20
Congo (the) X 3/17/20,0,1,Congo (the),3/17/20
Congo (the) X 3/18/20,0,1,Congo (the),3/18/20
Congo (the) X 3/19/20,0,3,Congo (the),3/19/20
Congo (the) X 3/20/20,0,3,Congo (the),3/20/20
Congo (the) X 3/21/20,0,3,Congo (the),3/21/20
Congo (the) X 3/22/20,0,3,Congo (the),3/22/20
Congo (the) X 3/23/20,0,4,Congo (the),3/23/20
Congo (the) X 3/24/20,0,4,Congo (the),3/24/20
Congo (the) X 3/25/20,0,4,Congo (the),3/25/20
Congo (the) X 3/26/20,0,4,Congo (the),3/26/20
Congo (the) X 3/27/20,0,4,Congo (the),3/27/20
Congo (the) X 3/28/20,0,4,Congo (the),3/28/20
Congo (the) X 3/29/20,0,19,Congo (the),3/29/20
Congo (the) X 3/30/20,0,19,Congo (the),3/30/20
Congo (the) X 3/31/20,0,19,Congo (the),3/31/20
Congo (the) X 4/1/20,0,19,Congo (the),4/1/20
Costa Rica X 1/22/20,0,0,Costa Rica,1/22/20
Costa Rica X 1/23/20,0,0,Costa Rica,1/23/20
Costa Rica X 1/24/20,0,0,Costa Rica,1/24/20
Costa Rica X 1/25/20,0,0,Costa Rica,1/25/20
Costa Rica X 1/26/20,0,0,Costa Rica,1/26/20
Costa Rica X 1/27/20,0,0,Costa Rica,1/27/20
Costa Rica X 1/28/20,0,0,Costa Rica,1/28/20
Costa Rica X 1/29/20,0,0,Costa Rica,1/29/20
Costa Rica X 1/30/20,0,0,Costa Rica,1/30/20
Costa Rica X 1/31/20,0,0,Costa Rica,1/31/20
Costa Rica X 2/1/20,0,0,Costa Rica,2/1/20
Costa Rica X 2/2/20,0,0,Costa Rica,2/2/20
Costa Rica X 2/3/20,0,0,Costa Rica,2/3/20
Costa Rica X 2/4/20,0,0,Costa Rica,2/4/20
Costa Rica X 2/5/20,0,0,Costa Rica,2/5/20
Costa Rica X 2/6/20,0,0,Costa Rica,2/6/20
Costa Rica X 2/7/20,0,0,Costa Rica,2/7/20
Costa Rica X 2/8/20,0,0,Costa Rica,2/8/20
Costa Rica X 2/9/20,0,0,Costa Rica,2/9/20
Costa Rica X 2/10/20,0,0,Costa Rica,2/10/20
Costa Rica X 2/11/20,0,0,Costa Rica,2/11/20
Costa Rica X 2/12/20,0,0,Costa Rica,2/12/20
Costa Rica X 2/13/20,0,0,Costa Rica,2/13/20
Costa Rica X 2/14/20,0,0,Costa Rica,2/14/20
Costa Rica X 2/15/20,0,0,Costa Rica,2/15/20
Costa Rica X 2/16/20,0,0,Costa Rica,2/16/20
Costa Rica X 2/17/20,0,0,Costa Rica,2/17/20
Costa Rica X 2/18/20,0,0,Costa Rica,2/18/20
Costa Rica X 2/19/20,0,0,Costa Rica,2/19/20
Costa Rica X 2/20/20,0,0,Costa Rica,2/20/20
Costa Rica X 2/21/20,0,0,Costa Rica,2/21/20
Costa Rica X 2/22/20,0,0,Costa Rica,2/22/20
Costa Rica X 2/23/20,0,0,Costa Rica,2/23/20
Costa Rica X 2/24/20,0,0,Costa Rica,2/24/20
Costa Rica X 2/25/20,0,0,Costa Rica,2/25/20
Costa Rica X 2/26/20,0,0,Costa Rica,2/26/20
Costa Rica X 2/27/20,0,0,Costa Rica,2/27/20
Costa Rica X 2/28/20,0,0,Costa Rica,2/28/20
Costa Rica X 2/29/20,0,0,Costa Rica,2/29/20
Costa Rica X 3/1/20,0,0,Costa Rica,3/1/20
Costa Rica X 3/2/20,0,0,Costa Rica,3/2/20
Costa Rica X 3/3/20,0,0,Costa Rica,3/3/20
Costa Rica X 3/4/20,0,0,Costa Rica,3/4/20
Costa Rica X 3/5/20,0,0,Costa Rica,3/5/20
Costa Rica X 3/6/20,0,1,Costa Rica,3/6/20
Costa Rica X 3/7/20,0,1,Costa Rica,3/7/20
Costa Rica X 3/8/20,0,5,Costa Rica,3/8/20
Costa Rica X 3/9/20,0,9,Costa Rica,3/9/20
Costa Rica X 3/10/20,0,9,Costa Rica,3/10/20
Costa Rica X 3/11/20,0,13,Costa Rica,3/11/20
Costa Rica X 3/12/20,0,22,Costa Rica,3/12/20
Costa Rica X 3/13/20,0,23,Costa Rica,3/13/20
Costa Rica X 3/14/20,0,26,Costa Rica,3/14/20
Costa Rica X 3/15/20,0,27,Costa Rica,3/15/20
Costa Rica X 3/16/20,0,35,Costa Rica,3/16/20
Costa Rica X 3/17/20,0,41,Costa Rica,3/17/20
Costa Rica X 3/18/20,0,50,Costa Rica,3/18/20
Costa Rica X 3/19/20,1,69,Costa Rica,3/19/20
Costa Rica X 3/20/20,1,89,Costa Rica,3/20/20
Costa Rica X 3/21/20,2,117,Costa Rica,3/21/20
Costa Rica X 3/22/20,2,134,Costa Rica,3/22/20
Costa Rica X 3/23/20,2,158,Costa Rica,3/23/20
Costa Rica X 3/24/20,2,177,Costa Rica,3/24/20
Costa Rica X 3/25/20,2,201,Costa Rica,3/25/20
Costa Rica X 3/26/20,2,231,Costa Rica,3/26/20
Costa Rica X 3/27/20,2,263,Costa Rica,3/27/20
Costa Rica X 3/28/20,2,295,Costa Rica,3/28/20
Costa Rica X 3/29/20,2,314,Costa Rica,3/29/20
Costa Rica X 3/30/20,2,330,Costa Rica,3/30/20
Costa Rica X 3/31/20,2,347,Costa Rica,3/31/20
Costa Rica X 4/1/20,2,375,Costa Rica,4/1/20
Croatia X 1/22/20,0,0,Croatia,1/22/20
Croatia X 1/23/20,0,0,Croatia,1/23/20
Croatia X 1/24/20,0,0,Croatia,1/24/20
Croatia X 1/25/20,0,0,Croatia,1/25/20
Croatia X 1/26/20,0,0,Croatia,1/26/20
Croatia X 1/27/20,0,0,Croatia,1/27/20
Croatia X 1/28/20,0,0,Croatia,1/28/20
Croatia X 1/29/20,0,0,Croatia,1/29/20
Croatia X 1/30/20,0,0,Croatia,1/30/20
Croatia X 1/31/20,0,0,Croatia,1/31/20
Croatia X 2/1/20,0,0,Croatia,2/1/20
Croatia X 2/2/20,0,0,Croatia,2/2/20
Croatia X 2/3/20,0,0,Croatia,2/3/20
Croatia X 2/4/20,0,0,Croatia,2/4/20
Croatia X 2/5/20,0,0,Croatia,2/5/20
Croatia X 2/6/20,0,0,Croatia,2/6/20
Croatia X 2/7/20,0,0,Croatia,2/7/20
Croatia X 2/8/20,0,0,Croatia,2/8/20
Croatia X 2/9/20,0,0,Croatia,2/9/20
Croatia X 2/10/20,0,0,Croatia,2/10/20
Croatia X 2/11/20,0,0,Croatia,2/11/20
Croatia X 2/12/20,0,0,Croatia,2/12/20
Croatia X 2/13/20,0,0,Croatia,2/13/20
Croatia X 2/14/20,0,0,Croatia,2/14/20
Croatia X 2/15/20,0,0,Croatia,2/15/20
Croatia X 2/16/20,0,0,Croatia,2/16/20
Croatia X 2/17/20,0,0,Croatia,2/17/20
Croatia X 2/18/20,0,0,Croatia,2/18/20
Croatia X 2/19/20,0,0,Croatia,2/19/20
Croatia X 2/20/20,0,0,Croatia,2/20/20
Croatia X 2/21/20,0,0,Croatia,2/21/20
Croatia X 2/22/20,0,0,Croatia,2/22/20
Croatia X 2/23/20,0,0,Croatia,2/23/20
Croatia X 2/24/20,0,0,Croatia,2/24/20
Croatia X 2/25/20,0,1,Croatia,2/25/20
Croatia X 2/26/20,0,3,Croatia,2/26/20
Croatia X 2/27/20,0,3,Croatia,2/27/20
Croatia X 2/28/20,0,5,Croatia,2/28/20
Croatia X 2/29/20,0,6,Croatia,2/29/20
Croatia X 3/1/20,0,7,Croatia,3/1/20
Croatia X 3/2/20,0,7,Croatia,3/2/20
Croatia X 3/3/20,0,9,Croatia,3/3/20
Croatia X 3/4/20,0,10,Croatia,3/4/20
Croatia X 3/5/20,0,10,Croatia,3/5/20
Croatia X 3/6/20,0,11,Croatia,3/6/20
Croatia X 3/7/20,0,12,Croatia,3/7/20
Croatia X 3/8/20,0,12,Croatia,3/8/20
Croatia X 3/9/20,0,12,Croatia,3/9/20
Croatia X 3/10/20,0,14,Croatia,3/10/20
Croatia X 3/11/20,0,19,Croatia,3/11/20
Croatia X 3/12/20,0,19,Croatia,3/12/20
Croatia X 3/13/20,0,32,Croatia,3/13/20
Croatia X 3/14/20,0,38,Croatia,3/14/20
Croatia X 3/15/20,0,49,Croatia,3/15/20
Croatia X 3/16/20,0,57,Croatia,3/16/20
Croatia X 3/17/20,0,65,Croatia,3/17/20
Croatia X 3/18/20,0,81,Croatia,3/18/20
Croatia X 3/19/20,1,105,Croatia,3/19/20
Croatia X 3/20/20,1,128,Croatia,3/20/20
Croatia X 3/21/20,1,206,Croatia,3/21/20
Croatia X 3/22/20,1,254,Croatia,3/22/20
Croatia X 3/23/20,1,315,Croatia,3/23/20
Croatia X 3/24/20,1,382,Croatia,3/24/20
Croatia X 3/25/20,1,442,Croatia,3/25/20
Croatia X 3/26/20,3,495,Croatia,3/26/20
Croatia X 3/27/20,3,586,Croatia,3/27/20
Croatia X 3/28/20,5,657,Croatia,3/28/20
Croatia X 3/29/20,6,713,Croatia,3/29/20
Croatia X 3/30/20,6,790,Croatia,3/30/20
Croatia X 3/31/20,6,867,Croatia,3/31/20
Croatia X 4/1/20,6,963,Croatia,4/1/20
Cuba X 1/22/20,0,0,Cuba,1/22/20
Cuba X 1/23/20,0,0,Cuba,1/23/20
Cuba X 1/24/20,0,0,Cuba,1/24/20
Cuba X 1/25/20,0,0,Cuba,1/25/20
Cuba X 1/26/20,0,0,Cuba,1/26/20
Cuba X 1/27/20,0,0,Cuba,1/27/20
Cuba X 1/28/20,0,0,Cuba,1/28/20
Cuba X 1/29/20,0,0,Cuba,1/29/20
Cuba X 1/30/20,0,0,Cuba,1/30/20
Cuba X 1/31/20,0,0,Cuba,1/31/20
Cuba X 2/1/20,0,0,Cuba,2/1/20
Cuba X 2/2/20,0,0,Cuba,2/2/20
Cuba X 2/3/20,0,0,Cuba,2/3/20
Cuba X 2/4/20,0,0,Cuba,2/4/20
Cuba X 2/5/20,0,0,Cuba,2/5/20
Cuba X 2/6/20,0,0,Cuba,2/6/20
Cuba X 2/7/20,0,0,Cuba,2/7/20
Cuba X 2/8/20,0,0,Cuba,2/8/20
Cuba X 2/9/20,0,0,Cuba,2/9/20
Cuba X 2/10/20,0,0,Cuba,2/10/20
Cuba X 2/11/20,0,0,Cuba,2/11/20
Cuba X 2/12/20,0,0,Cuba,2/12/20
Cuba X 2/13/20,0,0,Cuba,2/13/20
Cuba X 2/14/20,0,0,Cuba,2/14/20
Cuba X 2/15/20,0,0,Cuba,2/15/20
Cuba X 2/16/20,0,0,Cuba,2/16/20
Cuba X 2/17/20,0,0,Cuba,2/17/20
Cuba X 2/18/20,0,0,Cuba,2/18/20
Cuba X 2/19/20,0,0,Cuba,2/19/20
Cuba X 2/20/20,0,0,Cuba,2/20/20
Cuba X 2/21/20,0,0,Cuba,2/21/20
Cuba X 2/22/20,0,0,Cuba,2/22/20
Cuba X 2/23/20,0,0,Cuba,2/23/20
Cuba X 2/24/20,0,0,Cuba,2/24/20
Cuba X 2/25/20,0,0,Cuba,2/25/20
Cuba X 2/26/20,0,0,Cuba,2/26/20
Cuba X 2/27/20,0,0,Cuba,2/27/20
Cuba X 2/28/20,0,0,Cuba,2/28/20
Cuba X 2/29/20,0,0,Cuba,2/29/20
Cuba X 3/1/20,0,0,Cuba,3/1/20
Cuba X 3/2/20,0,0,Cuba,3/2/20
Cuba X 3/3/20,0,0,Cuba,3/3/20
Cuba X 3/4/20,0,0,Cuba,3/4/20
Cuba X 3/5/20,0,0,Cuba,3/5/20
Cuba X 3/6/20,0,0,Cuba,3/6/20
Cuba X 3/7/20,0,0,Cuba,3/7/20
Cuba X 3/8/20,0,0,Cuba,3/8/20
Cuba X 3/9/20,0,0,Cuba,3/9/20
Cuba X 3/10/20,0,0,Cuba,3/10/20
Cuba X 3/11/20,0,0,Cuba,3/11/20
Cuba X 3/12/20,0,3,Cuba,3/12/20
Cuba X 3/13/20,0,4,Cuba,3/13/20
Cuba X 3/14/20,0,4,Cuba,3/14/20
Cuba X 3/15/20,0,4,Cuba,3/15/20
Cuba X 3/16/20,0,4,Cuba,3/16/20
Cuba X 3/17/20,0,5,Cuba,3/17/20
Cuba X 3/18/20,1,7,Cuba,3/18/20
Cuba X 3/19/20,1,11,Cuba,3/19/20
Cuba X 3/20/20,1,16,Cuba,3/20/20
Cuba X 3/21/20,1,21,Cuba,3/21/20
Cuba X 3/22/20,1,35,Cuba,3/22/20
Cuba X 3/23/20,1,40,Cuba,3/23/20
Cuba X 3/24/20,1,48,Cuba,3/24/20
Cuba X 3/25/20,1,57,Cuba,3/25/20
Cuba X 3/26/20,2,67,Cuba,3/26/20
Cuba X 3/27/20,2,80,Cuba,3/27/20
Cuba X 3/28/20,3,119,Cuba,3/28/20
Cuba X 3/29/20,3,139,Cuba,3/29/20
Cuba X 3/30/20,4,170,Cuba,3/30/20
Cuba X 3/31/20,6,186,Cuba,3/31/20
Cuba X 4/1/20,6,212,Cuba,4/1/20
Curacao X 1/22/20,0,0,Curacao,1/22/20
Curacao X 1/23/20,0,0,Curacao,1/23/20
Curacao X 1/24/20,0,0,Curacao,1/24/20
Curacao X 1/25/20,0,0,Curacao,1/25/20
Curacao X 1/26/20,0,0,Curacao,1/26/20
Curacao X 1/27/20,0,0,Curacao,1/27/20
Curacao X 1/28/20,0,0,Curacao,1/28/20
Curacao X 1/29/20,0,0,Curacao,1/29/20
Curacao X 1/30/20,0,0,Curacao,1/30/20
Curacao X 1/31/20,0,0,Curacao,1/31/20
Curacao X 2/1/20,0,0,Curacao,2/1/20
Curacao X 2/2/20,0,0,Curacao,2/2/20
Curacao X 2/3/20,0,0,Curacao,2/3/20
Curacao X 2/4/20,0,0,Curacao,2/4/20
Curacao X 2/5/20,0,0,Curacao,2/5/20
Curacao X 2/6/20,0,0,Curacao,2/6/20
Curacao X 2/7/20,0,0,Curacao,2/7/20
Curacao X 2/8/20,0,0,Curacao,2/8/20
Curacao X 2/9/20,0,0,Curacao,2/9/20
Curacao X 2/10/20,0,0,Curacao,2/10/20
Curacao X 2/11/20,0,0,Curacao,2/11/20
Curacao X 2/12/20,0,0,Curacao,2/12/20
Curacao X 2/13/20,0,0,Curacao,2/13/20
Curacao X 2/14/20,0,0,Curacao,2/14/20
Curacao X 2/15/20,0,0,Curacao,2/15/20
Curacao X 2/16/20,0,0,Curacao,2/16/20
Curacao X 2/17/20,0,0,Curacao,2/17/20
Curacao X 2/18/20,0,0,Curacao,2/18/20
Curacao X 2/19/20,0,0,Curacao,2/19/20
Curacao X 2/20/20,0,0,Curacao,2/20/20
Curacao X 2/21/20,0,0,Curacao,2/21/20
Curacao X 2/22/20,0,0,Curacao,2/22/20
Curacao X 2/23/20,0,0,Curacao,2/23/20
Curacao X 2/24/20,0,0,Curacao,2/24/20
Curacao X 2/25/20,0,0,Curacao,2/25/20
Curacao X 2/26/20,0,0,Curacao,2/26/20
Curacao X 2/27/20,0,0,Curacao,2/27/20
Curacao X 2/28/20,0,0,Curacao,2/28/20
Curacao X 2/29/20,0,0,Curacao,2/29/20
Curacao X 3/1/20,0,0,Curacao,3/1/20
Curacao X 3/2/20,0,0,Curacao,3/2/20
Curacao X 3/3/20,0,0,Curacao,3/3/20
Curacao X 3/4/20,0,0,Curacao,3/4/20
Curacao X 3/5/20,0,0,Curacao,3/5/20
Curacao X 3/6/20,0,0,Curacao,3/6/20
Curacao X 3/7/20,0,0,Curacao,3/7/20
Curacao X 3/8/20,0,0,Curacao,3/8/20
Curacao X 3/9/20,0,0,Curacao,3/9/20
Curacao X 3/10/20,0,0,Curacao,3/10/20
Curacao X 3/11/20,0,0,Curacao,3/11/20
Curacao X 3/12/20,0,0,Curacao,3/12/20
Curacao X 3/13/20,0,0,Curacao,3/13/20
Curacao X 3/14/20,0,1,Curacao,3/14/20
Curacao X 3/15/20,0,1,Curacao,3/15/20
Curacao X 3/16/20,0,1,Curacao,3/16/20
Curacao X 3/17/20,0,3,Curacao,3/17/20
Curacao X 3/18/20,0,3,Curacao,3/18/20
Curacao X 3/19/20,1,3,Curacao,3/19/20
Curacao X 3/20/20,1,3,Curacao,3/20/20
Curacao X 3/21/20,1,3,Curacao,3/21/20
Curacao X 3/22/20,1,3,Curacao,3/22/20
Curacao X 3/23/20,1,4,Curacao,3/23/20
Curacao X 3/24/20,1,6,Curacao,3/24/20
Curacao X 3/25/20,1,6,Curacao,3/25/20
Curacao X 3/26/20,1,6,Curacao,3/26/20
Curacao X 3/27/20,1,8,Curacao,3/27/20
Curacao X 3/28/20,1,8,Curacao,3/28/20
Curacao X 3/29/20,1,8,Curacao,3/29/20
Curacao X 3/30/20,1,11,Curacao,3/30/20
Curacao X 3/31/20,1,11,Curacao,3/31/20
Curacao X 4/1/20,1,11,Curacao,4/1/20
Cyprus X 1/22/20,0,0,Cyprus,1/22/20
Cyprus X 1/23/20,0,0,Cyprus,1/23/20
Cyprus X 1/24/20,0,0,Cyprus,1/24/20
Cyprus X 1/25/20,0,0,Cyprus,1/25/20
Cyprus X 1/26/20,0,0,Cyprus,1/26/20
Cyprus X 1/27/20,0,0,Cyprus,1/27/20
Cyprus X 1/28/20,0,0,Cyprus,1/28/20
Cyprus X 1/29/20,0,0,Cyprus,1/29/20
Cyprus X 1/30/20,0,0,Cyprus,1/30/20
Cyprus X 1/31/20,0,0,Cyprus,1/31/20
Cyprus X 2/1/20,0,0,Cyprus,2/1/20
Cyprus X 2/2/20,0,0,Cyprus,2/2/20
Cyprus X 2/3/20,0,0,Cyprus,2/3/20
Cyprus X 2/4/20,0,0,Cyprus,2/4/20
Cyprus X 2/5/20,0,0,Cyprus,2/5/20
Cyprus X 2/6/20,0,0,Cyprus,2/6/20
Cyprus X 2/7/20,0,0,Cyprus,2/7/20
Cyprus X 2/8/20,0,0,Cyprus,2/8/20
Cyprus X 2/9/20,0,0,Cyprus,2/9/20
Cyprus X 2/10/20,0,0,Cyprus,2/10/20
Cyprus X 2/11/20,0,0,Cyprus,2/11/20
Cyprus X 2/12/20,0,0,Cyprus,2/12/20
Cyprus X 2/13/20,0,0,Cyprus,2/13/20
Cyprus X 2/14/20,0,0,Cyprus,2/14/20
Cyprus X 2/15/20,0,0,Cyprus,2/15/20
Cyprus X 2/16/20,0,0,Cyprus,2/16/20
Cyprus X 2/17/20,0,0,Cyprus,2/17/20
Cyprus X 2/18/20,0,0,Cyprus,2/18/20
Cyprus X 2/19/20,0,0,Cyprus,2/19/20
Cyprus X 2/20/20,0,0,Cyprus,2/20/20
Cyprus X 2/21/20,0,0,Cyprus,2/21/20
Cyprus X 2/22/20,0,0,Cyprus,2/22/20
Cyprus X 2/23/20,0,0,Cyprus,2/23/20
Cyprus X 2/24/20,0,0,Cyprus,2/24/20
Cyprus X 2/25/20,0,0,Cyprus,2/25/20
Cyprus X 2/26/20,0,0,Cyprus,2/26/20
Cyprus X 2/27/20,0,0,Cyprus,2/27/20
Cyprus X 2/28/20,0,0,Cyprus,2/28/20
Cyprus X 2/29/20,0,0,Cyprus,2/29/20
Cyprus X 3/1/20,0,0,Cyprus,3/1/20
Cyprus X 3/2/20,0,0,Cyprus,3/2/20
Cyprus X 3/3/20,0,0,Cyprus,3/3/20
Cyprus X 3/4/20,0,0,Cyprus,3/4/20
Cyprus X 3/5/20,0,0,Cyprus,3/5/20
Cyprus X 3/6/20,0,0,Cyprus,3/6/20
Cyprus X 3/7/20,0,0,Cyprus,3/7/20
Cyprus X 3/8/20,0,0,Cyprus,3/8/20
Cyprus X 3/9/20,0,2,Cyprus,3/9/20
Cyprus X 3/10/20,0,3,Cyprus,3/10/20
Cyprus X 3/11/20,0,6,Cyprus,3/11/20
Cyprus X 3/12/20,0,6,Cyprus,3/12/20
Cyprus X 3/13/20,0,14,Cyprus,3/13/20
Cyprus X 3/14/20,0,26,Cyprus,3/14/20
Cyprus X 3/15/20,0,26,Cyprus,3/15/20
Cyprus X 3/16/20,0,33,Cyprus,3/16/20
Cyprus X 3/17/20,0,46,Cyprus,3/17/20
Cyprus X 3/18/20,0,49,Cyprus,3/18/20
Cyprus X 3/19/20,0,67,Cyprus,3/19/20
Cyprus X 3/20/20,0,67,Cyprus,3/20/20
Cyprus X 3/21/20,0,84,Cyprus,3/21/20
Cyprus X 3/22/20,1,95,Cyprus,3/22/20
Cyprus X 3/23/20,1,116,Cyprus,3/23/20
Cyprus X 3/24/20,3,124,Cyprus,3/24/20
Cyprus X 3/25/20,3,132,Cyprus,3/25/20
Cyprus X 3/26/20,3,146,Cyprus,3/26/20
Cyprus X 3/27/20,5,162,Cyprus,3/27/20
