Word,Pos,Language,split
football,PROPN,sna,test
association,PROPN,sna,test
haangarambe,AUX,sna,test
achishanda,VERB,sna,test
mubhadharo,NOUN,sna,test
maneja,NOUN,sna,test
gibson,PROPN,sna,test
mahachi,PROPN,sna,test
pavo,PRON,sna,test
runyerekupe,NOUN,sna,test
nderwekuti,AUX,sna,test
angangodzokera,VERB,sna,test
me,VERB,sna,test
mandigora,PROPN,sna,test
kit,NOUN,sna,test
manager,NOUN,sna,test
joshua,PROPN,sna,test
rakanaka,ADJ,sna,test
ashandire,VERB,sna,test
mahara,NOUN,sna,test
inobva,VERB,sna,test
muzanharwo,PROPN,sna,test
kurohwa,NOUN,sna,test
hakuneyi,AUX,sna,test
kunyimwa,VERB,sna,test
ivava,DET,sna,test
mushamarari,NOUN,sna,test
howard,PROPN,sna,test
vakundikana,VERB,sna,test
zvekuti,ADV,sna,test
kubviswa,VERB,sna,test
vachitadza,VERB,sna,test
vanovashandira,NOUN,sna,test
achaenda,VERB,sna,test
gunyana,PROPN,sna,test
nation,PROPN,sna,test
dube,PROPN,sna,test
murairdzi,NOUN,sna,test
kutamba,VERB,sna,test
guinea,PROPN,sna,test
mukutanga,ADP,sna,test
akatarisana,ADJ,sna,test
vachikurudzirawo,VERB,sna,test
pave,AUX,sna,test
zvematongerwo,ADJ,sna,test
makereke,NOUN,sna,test
indigenous,ADJ,sna,test
inter,NOUN,sna,test
denominational,NOUN,sna,test
churches,NOUN,sna,test
munhandare,NOUN,sna,test
ayakatarisana,VERB,sna,test
apere,VERB,sna,test
abatane,VERB,sna,test
agadzirise,VERB,sna,test
andrew,PROPN,sna,test
utaunashe,PROPN,sna,test
family,PROPN,sna,test
god,PROPN,sna,test
vatsinhirawo,VERB,sna,test
zvataurwa,VERB,sna,test
abel,PROPN,sna,test
chechi,NOUN,sna,test
ambassadors,PROPN,sna,test
ministries,NOUN,sna,test
international,PROPN,sna,test
ezve,ADP,sna,test
varegererane,VERB,sna,test
zvavakatadzirana,VERB,sna,test
iende,VERB,sna,test
luke,PROPN,sna,test
tamborinyoka,PROPN,sna,test
kukokwa,VERB,sna,test
kumamwe,DET,sna,test
akakokwawo,VERB,sna,test
kumusangano,NOUN,sna,test
mudzisvondo,NOUN,sna,test
ruzhinji,ADJ,sna,test
varime,VERB,sna,test
zvakasimba,ADV,sna,test
haingararame,VERB,sna,test
kupemha,VERB,sna,test
vachsianganisira,VERB,sna,test
emmanuel,PROPN,sna,test
makandiwa,PROPN,sna,test
nehemiah,PROPN,sna,test
mutendi,PROPN,sna,test
munatamato,NOUN,sna,test
joining,VERB,sna,test
hands,NOUN,sna,test
minds,NOUN,sna,test
hearts,NOUN,sna,test
voices,NOUN,sna,test
together,ADV,sna,test
in,ADP,sna,test
to,DET,sna,test
save,VERB,sna,test
strengthen,VERB,sna,test
our,DET,sna,test
nation,NOUN,sna,test
hauna,AUX,sna,test
kukoka,VERB,sna,test
sezvawaita,VERB,sna,test
kuabatsirana,VERB,sna,test
mukugadzirisa,VERB,sna,test
vakokwa,VERB,sna,test
dai,AUX,sna,test
vaendawo,VERB,sna,test
wapindwa,VERB,sna,test
unenge,AUX,sna,test
unoratidza,VERB,sna,test
wanga,DET,sna,test
wakarongwa,VERB,sna,test
husahwira,NOUN,sna,test
vachaongorora,VERB,sna,test
pamire,VERB,sna,test
zvichiita,VERB,sna,test
mekunge,CCONJ,sna,test
vatangawo,VERB,sna,test
yekupa,VERB,sna,test
ne,AUX,sna,test
payasvika,VERB,sna,test
pachipatara,NOUN,sna,test
panzvimbo,NOUN,sna,test
dzinorapirwa,SCONJ,sna,test
vanobva,VERB,sna,test
outpatient,NOUN,sna,test
casualty,CCONJ,sna,test
vazoudzwa,VERB,sna,test
kunzi,AUX,sna,test
vaita,VERB,sna,test
apo,CCONJ,sna,test
chekutanga,ADJ,sna,test
kuramwawo,VERB,sna,test
yekutsigira,VERB,sna,test
apfuura,VERB,sna,test
mumwe,NOUN,sna,test
achiuya,VERB,sna,test
vazoongororwa,VERB,sna,test
vasingawane,VERB,sna,test
hurumende,VERB,sna,test
zva,ADP,sna,test
dorcas,PROPN,sna,test
mpofu,PROPN,sna,test
vaperekedza,VERB,sna,test
sekuru,NOUN,sna,test
vazorapwawo,VERB,sna,test
havachaziva,VERB,sna,test
zvekuita,NOUN,sna,test
vakatsinhirawo,VERB,sna,test
yaona,VERB,sna,test
zvaingaita,VERB,sna,test
waana,ADP,sna,test
solwayo,PROPN,sna,test
chishoma,ADJ,sna,test
chakauya,VERB,sna,test
muzvipatara,NOUN,sna,test
havazi,AUX,sna,test
hwave,VERB,sna,test
munjodzi,NOUN,sna,test
kubuda,VERB,sna,test
mapepanhau,NOUN,sna,test
kuunza,VERB,sna,test
muchiuto,NOUN,sna,test
rakaita,VERB,sna,test
anomirira,ADJ,sna,test
kutangawo,VERB,sna,test
zvhinhu,NOUN,sna,test
hospitals,NOUN,sna,test
mamwe,ADJ,sna,test
mabuku,PROPN,sna,test
vazoonekwa,VERB,sna,test
ubh,PROPN,sna,test
vaudzwa,VERB,sna,test
kuonekwa,VERB,sna,test
wavana,ADP,sna,test
narcisius,PROPN,sna,test
dzvanga,PROPN,sna,test
nesu,PRON,sna,test
kupambwa,VERB,sna,test
magombeyi,PROPN,sna,test
yakatyamadzwa,VERB,sna,test
zvakatemerwa,VERB,sna,test
mubato,NOUN,sna,test
vachinyora,VERB,sna,test
ravaburitsa,VERB,sna,test
sibusiso,PROPN,sna,test
haita,AUX,sna,test
kutangawo,ADV,sna,test
yatarisa,VERB,sna,test
gadzira,PROPN,sna,test
zvagara,VERB,sna,test
zvinozivikanwa,VERB,sna,test
inoda,VERB,sna,test
kuzviita,VERB,sna,test
mukoma,NOUN,sna,test
vachena,NOUN,sna,test
ichipa,VERB,sna,test
kurwa,VERB,sna,test
dzihondo,NOUN,sna,test
dzayo,ADJ,sna,test
airi,AUX,sna,test
kutorerwa,VERB,sna,test
rinorwira,ADJ,sna,test
dzevanhu,ADP,sna,test
zvivimbiso,NOUN,sna,test
ichagadzirisa,VERB,sna,test
yakambenge,VERB,sna,test
yatambira,VERB,sna,test
zvakabuda,VERB,sna,test
yakaitwa,VERB,sna,test
kgalema,PROPN,sna,test
motlanthe,PROPN,sna,test
chekuita,NOUN,sna,test
kuurayiwa,VERB,sna,test
zvino,SCONJ,sna,test
kuzviramba,VERB,sna,test
unove,AUX,sna,test
pachokwadi,ADV,sna,test
rezvehutano,ADJ,sna,test
pose,DET,sna,test
reworld,ADP,sna,test
organisation,NOUN,sna,test
who,PROPN,sna,test
ndeimwe,AUX,sna,test
rurindi,NOUN,sna,test
kuremerwa,VERB,sna,test
mhando,NOUN,sna,test
nhatu,ADJ,sna,test
yakabatana,VERB,sna,test
hiv,PROPN,sna,test
inokunda,VERB,sna,test
kuirapa,VERB,sna,test
mdr,PROPN,sna,test
chiremba,ADJ,sna,test
haifaniri,AUX,sna,test
inonetseka,VERB,sna,test
vanoshora,VERB,sna,test
vhiki,NOUN,sna,test
kusagadzikana,VERB,sna,test
vanopokisa,ADJ,sna,test
vanopikisa,ADJ,sna,test
zvachose,ADV,sna,test
kungopumha,VERB,sna,test
huroyi,NOUN,sna,test
vendors,PROPN,sna,test
initiative,NOUN,sna,test
social,NOUN,sna,test
transformation,PROPN,sna,test
vachikwidza,VERB,sna,test
handizvo,VERB,sna,test
zvakwira,VERB,sna,test
zvichakwira,VERB,sna,test
chingwa,NOUN,sna,test
zvakawedzerwawo,VERB,sna,test
kuburitswa,VERB,sna,test
rataura,VERB,sna,test
rikawirirana,VERB,sna,test
richayedza,VERB,sna,test
kuwanira,VERB,sna,test
yekunze,VERB,sna,test
vakwanise,AUX,sna,test
wakaderera,ADJ,sna,test
kukumbira,VERB,sna,test
vadzikise,VERB,sna,test
vakaratidzawo,VERB,sna,test
kushusikana,VERB,sna,test
yakaumbwa,ADJ,sna,test
grain,PROPN,sna,test
marketing,NOUN,sna,test
silo,PROPN,sna,test
food,NOUN,sna,test
products,NOUN,sna,test
zvichatengeserwa,VERB,sna,test
zvakaderera,VERB,sna,test
zvakamboyedzwa,VERB,sna,test
vakayambira,VERB,sna,test
dze,VERB,sna,test
toll,NOUN,sna,test
gates,NOUN,sna,test
dzichawedzerwa,VERB,sna,test
mumigwagwa,NOUN,sna,test
yakonzera,VERB,sna,test
amire,DET,sna,test
dzakabudirira,VERB,sna,test
kuvhiringidza,VERB,sna,test
chekuda,VERB,sna,test
mukati,NOUN,sna,test
cain,PROPN,sna,test
mathema,PROPN,sna,test
vanopikisa,VERB,sna,test
akazvimirira,VERB,sna,test
oga,ADJ,sna,test
zviwedzerwe,VERB,sna,test
anotsinhirwa,VERB,sna,test
muzvinabhizimisi,NOUN,sna,test
akakwikwidza,VERB,sna,test
akamirira,VERB,sna,test
akakundikana,VERB,sna,test
gilbert,PROPN,sna,test
muponda,PROPN,sna,test
kufurirana,VERB,sna,test
kukwidzwa,VERB,sna,test
atsva,VERB,sna,test
dumbu,NOUN,sna,test
mai,NOUN,sna,test
vatsva,VERB,sna,test
kuvhurwa,VERB,sna,test
rinouya,VERB,sna,test
zvichiwedzerawo,VERB,sna,test
mabhodhingi,NOUN,sna,test
vauye,VERB,sna,test
covid,NOUN,sna,test
muri,AUX,sna,test
imo,PRON,sna,test
ndiro,AUX,sna,test
risina,AUX,sna,test
mumwe,ADJ,sna,test
afa,VERB,sna,test
vatanhatu,NUM,sna,test
nyanzvi,ADJ,sna,test
havo,DET,sna,test
vanopora,VERB,sna,test
kuzoendeswa,VERB,sna,test
kudziya,VERB,sna,test
kutonhorwa,VERB,sna,test
zvakanyanyisa,ADJ,sna,test
kubvunda,VERB,sna,test
nezvimwe,ADV,sna,test
anogona,AUX,sna,test
abatwa,VERB,sna,test
control,NOUN,sna,test
hwadarika,ADV,sna,test
ne,NUM,sna,test
ndimo,AUX,sna,test
america,NOUN,sna,test
vadarika,AUX,sna,test
nerimwe,NUM,sna,test
rakarasa,VERB,sna,test
tashinga,PROPN,sna,test
chekuti,VERB,sna,test
vatongwe,VERB,sna,test
justice,ADJ,sna,test
vakarasa,VERB,sna,test
musikana,NOUN,sna,test
duve,PROPN,sna,test
musungwa,NOUN,sna,test
wose,DET,sna,test
kuvepo,VERB,sna,test
kuchitariswawo,VERB,sna,test
mutyairi,NOUN,sna,test
ndege,NOUN,sna,test
air,PROPN,sna,test
force,NOUN,sna,test
kusvika,DET,sna,test
azofa,VERB,sna,test
kunzwisisana,VERB,sna,test
aipomera,VERB,sna,test
aidanana,VERB,sna,test
yavari,AUX,sna,test
vanobvumirana,VERB,sna,test
humbowo,NOUN,sna,test
hwakasimba,ADJ,sna,test
hunoroverera,VERB,sna,test
zvinogona,VERB,sna,test
kupa,ADV,sna,test
pamberi,ADP,sna,test
vakapiwa,VERB,sna,test
razvipira,VERB,sna,test
voga,DET,sna,test
vakaunza,VERB,sna,test
constitutional,PROPN,sna,test
ritare,VERB,sna,test
vatongi,NOUN,sna,test
chirungu,NOUN,sna,test
assessors,NOUN,sna,test
pavanenge,VERB,sna,test
vachitonga,VERB,sna,test
semaonero,NOUN,sna,test
kungopedza,VERB,sna,test
isatanga,VERB,sna,test
vanobvuma,VERB,sna,test
vakarova,VERB,sna,test
vachizoramba,VERB,sna,test
kumurova,VERB,sna,test
kwakamuuraya,VERB,sna,test
inoita,AUX,sna,test
vawone,VERB,sna,test
kukodzera,ADJ,sna,test
vatongwe,NOUN,sna,test
vachitsinhira,VERB,sna,test
anogona,VERB,sna,test
magweta,NOUN,sna,test
kumiririra,VERB,sna,test
taboka,PROPN,sna,test
nyathi,PROPN,sna,test
vatsanangura,VERB,sna,test
vatenda,VERB,sna,test
vanyimwa,VERB,sna,test
mukurumbira,ADJ,sna,test
akapindira,VERB,sna,test
paive,AUX,sna,test
pamboita,VERB,sna,test
yaida,VERB,sna,test
kutsikwa,VERB,sna,test
tsikwa,NOUN,sna,test
icharamba,VERB,sna,test
zvisinei,ADV,sna,test
wavaita,ADJ,sna,test
fadzayi,PROPN,sna,test
vacharamba,AUX,sna,test
vachirwisa,VERB,sna,test
kusafambiswa,VERB,sna,test
huye,AUX,sna,test
kumanikidza,VERB,sna,test
komishini,NOUN,sna,test
isunge,VERB,sna,test
kubira,VERB,sna,test
dzisiri,AUX,sna,test
kutsvagurudzwa,VERB,sna,test
zvinovagutsa,VERB,sna,test
vachizoratidzira,VERB,sna,test
inotevera,VERB,sna,test
kuzotambisa,VERB,sna,test
zvisingabuditsi,VERB,sna,test
matope,NOUN,sna,test
vabuda,VERB,sna,test
mukutambura,NOUN,sna,test
wezve,ADJ,sna,test
earnest,PROPN,sna,test
mudzengi,PROPN,sna,test
kusatongwa,VERB,sna,test
dzichipera,VERB,sna,test
vachiendeswa,VERB,sna,test
jeri,NOUN,sna,test
vagunun'une,VERB,sna,test
kubuditsa,VERB,sna,test
kugona,VERB,sna,test
anti,NOUN,sna,test
dzotora,VERB,sna,test
haingagoni,AUX,sna,test
kumhanyisa,VERB,sna,test
vakatobatwa,VERB,sna,test
tapfumaneyi,PROPN,sna,test
vaishanda,VERB,sna,test
vaona,VERB,sna,test
ataurwa,VERB,sna,test
chavaigona,VERB,sna,test
kurwiswa,VERB,sna,test
makamure,PROPN,sna,test
kudaira,VERB,sna,test
tinzwewo,VERB,sna,test
chekuita,ADJ,sna,test
yaitika,VERB,sna,test
pakushandiswa,VERB,sna,test
vakarisiira,VERB,sna,test
huye,CCONJ,sna,test
rinotevedzera,VERB,sna,test
mubishi,NOUN,sna,test
mazita,NOUN,sna,test
vairi,AUX,sna,test
assembly,NOUN,sna,test
vanonzi,NOUN,sna,test
chero,DET,sna,test
amos,PROPN,sna,test
chibaya,PROPN,sna,test
gonese,PROPN,sna,test
joanna,PROPN,sna,test
mamombe,PROPN,sna,test
job,PROPN,sna,test
sikala,PROPN,sna,test
caston,PROPN,sna,test
matewu,PROPN,sna,test
banda,PROPN,sna,test
hunonzi,ADV,sna,test
yamboitika,VERB,sna,test
richard,PROPN,sna,test
mwonzora,PROPN,sna,test
rakatodzinga,VERB,sna,test
ina,NUM,sna,test
thabitha,PROPN,sna,test
mutseyami,PROPN,sna,test
charlton,PROPN,sna,test
hwende,PROPN,sna,test
yaita,VERB,sna,test
watambirwa,VERB,sna,test
libreville,PROPN,sna,test
guru,ADJ,sna,test
group,PROPN,sna,test
g,PROPN,sna,test
dzakaitawo,VERB,sna,test
zvakasiya,VERB,sna,test
nhongonya,NOUN,sna,test
zvichaenda,VERB,sna,test
rinouya,ADJ,sna,test
dzine,AUX,sna,test
mushure,ADJ,sna,test
ukuwo,SCONJ,sna,test
brazzavile,PROPN,sna,test
poindi,NOUN,sna,test
chipfumbamwe,NUM,sna,test
vachikurudzirwa,VERB,sna,test
senzira,ADV,sna,test
chauraya,VERB,sna,test
akafa,VERB,sna,test
mukanzuru,NOUN,sna,test
painge,AUX,sna,test
ponzi,VERB,sna,test
vanogona,AUX,sna,test
vachabatwa,VERB,sna,test
wakaderera,VERB,sna,test
varikuvhenekwa,VERB,sna,test
control,VERB,sna,test
vadarika,ADJ,sna,test
zvipfumbamwe,NUM,sna,test
vakawanda,ADV,sna,test
vacho,AUX,sna,test
umo,ADV,sna,test
mafawo,VERB,sna,test
sadc,PROPN,sna,test
kumawirira,ADJ,sna,test
ndiyo,PRON,sna,test
kwashaya,VERB,sna,test
johnson,PROPN,sna,test
kunorapwa,VERB,sna,test
kurwarisa,NOUN,sna,test
intensive,ADJ,sna,test
care,NOUN,sna,test
mekusimbirwa,VERB,sna,test
kunobatsira,VERB,sna,test
vanofa,VERB,sna,test
vamwe,PRON,sna,test
kugunun'una,VERB,sna,test
mave,AUX,sna,test
zvaramba,VERB,sna,test
chamurambamhuru,VERB,sna,test
kunonga,VERB,sna,test
anotevera,VERB,sna,test
akataurwa,VERB,sna,test
vakaramba,VERB,sna,test
rivandudzwe,VERB,sna,test
chiremera,NOUN,sna,test
chekuti,SCONJ,sna,test
yaipemberera,VERB,sna,test
kuzere,ADV,sna,test
havawirirane,AUX,sna,test
kungopihwa,VERB,sna,test
ichitambura,VERB,sna,test
mngangagwa,PROPN,sna,test
yange,AUX,sna,test
kudairwa,VERB,sna,test
vatyairi,NOUN,sna,test
passenger,NOUN,sna,test
company,NOUN,sna,test
mukushanda,VERB,sna,test
mwoyo,NOUN,sna,test
go,VERB,sna,test
slow,NOUN,sna,test
kunyunyuta,VERB,sna,test
avanoita,VERB,sna,test
yavanonzi,VERB,sna,test
vanofamba,VERB,sna,test
passengers,PROPN,sna,test
inoratidza,VERB,sna,test
vachitambura,VERB,sna,test
kudzokera,VERB,sna,test
kudarika,ADV,sna,test
anofamba,VERB,sna,test
ose,ADJ,sna,test
asingafambe,VERB,sna,test
se,SCONJ,sna,test
zvaanofanirwa,AUX,sna,test
yaedza,VERB,sna,test
yedu,PRON,sna,test
kudavira,VERB,sna,test
patavafonera,VERB,sna,test
yakapiwa,VERB,sna,test
kushandisawo,VERB,sna,test
kuwedzera,ADV,sna,test
yaedzawo,VERB,sna,test
weve,ADP,sna,test
isau,PROPN,sna,test
mupfumi,PROPN,sna,test
yedu,DET,sna,test
yatavatumira,VERB,sna,test
kunokanganisa,VERB,sna,test
zvakanyanyanenyaya,ADV,sna,test
yakapa,VERB,sna,test
inotakura,VERB,sna,test
vakapokana,VERB,sna,test
inopiwa,VERB,sna,test
kupinza,VERB,sna,test
kubatira,VERB,sna,test
statistics,NOUN,sna,test
agency,NOUN,sna,test
zimstats,PROPN,sna,test
chamurambamhuru,NOUN,sna,test
pagore,NOUN,sna,test
ikwire,VERB,sna,test
kuda,NOUN,sna,test
chivabvu,NOUN,sna,test
zvichienzaniswa,VERB,sna,test
imwecheteyo,ADJ,sna,test
inoreva,VERB,sna,test
huchiderera,VERB,sna,test
yakakwira,VERB,sna,test
zvingada,AUX,sna,test
%,SYM,sna,test
ichibva,VERB,sna,test
zimstat,PROPN,sna,test
kwakanyanyokonzerwa,VERB,sna,test
inosanganisira,ADV,sna,test
yezve,ADJ,sna,test
zvinwiwa,NOUN,sna,test
mbatya,NOUN,sna,test
chingwa,PROPN,sna,test
changa,AUX,sna,test
chichishaikwa,VERB,sna,test
mukupera,VERB,sna,test
ne,PRON,sna,test
zvaiat,VERB,sna,test
$,PROPN,sna,test
kuenda,SCONJ,sna,test
zve,NOUN,sna,test
kwakakurisa,VERB,sna,test
labour,PROPN,sna,test
development,NOUN,sna,test
research,NOUN,sna,test
institute,NOUN,sna,test
chitambara,PROPN,sna,test
chakakonzera,VERB,sna,test
kudai,AUX,sna,test
kusagadzikana,ADJ,sna,test
rtgs,NOUN,sna,test
richienzaniswa,VERB,sna,test
vanoroja,ADJ,sna,test
danho,PRON,sna,test
rekuti,DET,sna,test
vasadzinge,VERB,sna,test
akundikana,VERB,sna,test
pavagere,NOUN,sna,test
yakavharwa,VERB,sna,test
ratambirwawo,VERB,sna,test
ratambirwa,VERB,sna,test
akaita,SCONJ,sna,test
nomatter,PROPN,sna,test
kanhukamwe,PROPN,sna,test
dzinogara,VERB,sna,test
pheona,PROPN,sna,test
munyaradzi,PROPN,sna,test
tafara,PROPN,sna,test
wakavakidzana,VERB,sna,test
yakaoma,ADJ,sna,test
chitungwiza,PROPN,sna,test
alice,PROPN,sna,test
kuvheya,PROPN,sna,test
paviri,NUM,sna,test
yaifanira,VERB,sna,test
yataura,VERB,sna,test
wilbert,PROPN,sna,test
batanai,PROPN,sna,test
murambiwa,PROPN,sna,test
zvichaita,VERB,sna,test
vatadze,VERB,sna,test
kuterera,VERB,sna,test
precious,PROPN,sna,test
inotora,VERB,sna,test
irerutsire,VERB,sna,test
kumunyori,VERB,sna,test
rezvekuburitswa,ADJ,sna,test
nick,NOUN,sna,test
kubatika,VERB,sna,test
panhare,ADV,sna,test
mbozha,NOUN,sna,test
avakaisa,VERB,sna,test
twitter,PROPN,sna,test
chipiri,PROPN,sna,test
rakange,AUX,sna,test
ratora,VERB,sna,test
yekuona,VERB,sna,test
anoomerwa,VERB,sna,test
senzira,SCONJ,sna,test
yekudereredza,VERB,sna,test
chanetsa,VERB,sna,test
vaimbova,NOUN,sna,test
vasungwa,VERB,sna,test
vamiswa,VERB,sna,test
mejisitiriti,NOUN,sna,test
zvisirizvo,ADV,sna,test
yavaive,AUX,sna,test
vakashandisa,VERB,sna,test
chavo,DET,sna,test
zvisirizvo,SCONJ,sna,test
pavanonzi,VERB,sna,test
bhodhi,PROPN,sna,test
washaya,PROPN,sna,test
vakanzure,VERB,sna,test
flora,PROPN,sna,test
nancy,PROPN,sna,test
vaida,VERB,sna,test
kumuzinda,NOUN,sna,test
kutarwa,VERB,sna,test
vakakonzeresa,VERB,sna,test
newman,PROPN,sna,test
zvemishonga,ADJ,sna,test
rekufanobata,ADP,sna,test
wa1,ADP,sna,test
muchuchisi,NOUN,sna,test
aenderera,VERB,sna,test
zvakakonzera,VERB,sna,test
ripe,ADP,sna,test
irasikirwe,VERB,sna,test
ichibhadhara,VERB,sna,test
vaviri,DET,sna,test
elisha,PROPN,sna,test
singano,PROPN,sna,test
vatura,VERB,sna,test
mutongo,NOUN,sna,test
parirenytwa,PROPN,sna,test
achida,VERB,sna,test
chiuru,NOUN,sna,test
vasiye,AUX,sna,test
pasipoti,NOUN,sna,test
vazvipire,VERB,sna,test
anorwisana,ADJ,sna,test
anti,PROPN,sna,test
morris,PROPN,sna,test
depot,PROPN,sna,test
varambe,AUX,sna,test
vachigara,VERB,sna,test
pamba,NOUN,sna,test
borrowdale,PROPN,sna,test
kusavhiringidzana,VERB,sna,test
vafakazi,NOUN,sna,test
kudzamara,SCONJ,sna,test
yapera,VERB,sna,test
kunzwika,VERB,sna,test
mudare,NOUN,sna,test
yavari,DET,sna,test
akachena,VERB,sna,test
mukaka,NOUN,sna,test
ndeumwe,AUX,sna,test
vaiva,AUX,sna,test
akange,AUX,sna,test
agara,VERB,sna,test
kwenguva,ADP,sna,test
akasiyiwa,VERB,sna,test
pakadomwa,VERB,sna,test
zvichitevera,ADV,sna,test
dzakaitwa,VERB,sna,test
nyanzwi,NOUN,sna,test
inowongorora,VERB,sna,test
yakazvimirira,VERB,sna,test
rejoice,PROPN,sna,test
huwori,NOUN,sna,test
ferefeta,VERB,sna,test
kusunga,VERB,sna,test
shamwari,NOUN,sna,test
energy,PROPN,sna,test
regulatory,NOUN,sna,test
yazivisa,VERB,sna,test
kutangidza,ADP,sna,test
dzimotikari,NOUN,sna,test
uchapamhidzirwa,VERB,sna,test
mitsva,ADJ,sna,test
ichasiyana,VERB,sna,test
zvichienderana,VERB,sna,test
dhorobha,NOUN,sna,test
kunenge,AUX,sna,test
kwatengwa,VERB,sna,test
mutare,PROPN,sna,test
ndidzo,AUX,sna,test
dzichange,NOUN,sna,test
zvakachipa,ADJ,sna,test
kwese,DET,sna,test
ukuvo,DET,sna,test
victoria,PROPN,sna,test
falls,PROPN,sna,test
ichave,AUX,sna,test
zvinodhura,ADJ,sna,test
kutangidza,VERB,sna,test
yaziviswa,VERB,sna,test
yakadai,DET,sna,test
masvingo,NOUN,sna,test
karoi,PROPN,sna,test
vari,VERB,sna,test
vachiomeserwa,VERB,sna,test
isingakwidzwi,ADJ,sna,test
naizvozvo,SCONJ,sna,test
kutya,VERB,sna,test
zvichazosvitsa,VERB,sna,test
pakurwisana,VERB,sna,test
vanodzidzisa,NOUN,sna,test
mabhisimisi,NOUN,sna,test
devry,PROPN,sna,test
elliot,PROPN,sna,test
masocha,PROPN,sna,test
zvichatora,VERB,sna,test
kugadzirisa,ADV,sna,test
munyika,ADP,sna,test
hairatidzi,VERB,sna,test
ruzivo,NOUN,sna,test
airi,VERB,sna,test
hwakwira,VERB,sna,test
pa,NUM,sna,test
mumuwe,DET,sna,test
manicaland,PROPN,sna,test
hwasvika,AUX,sna,test
vakachitapurirwa,VERB,sna,test
nacho,PRON,sna,test
vasvika,AUX,sna,test
apo,PRON,sna,test
na,ADJ,sna,test
nana,CCONJ,sna,test
kubatwawo,VERB,sna,test
zimbabawe,PROPN,sna,test
enoch,PROPN,sna,test
dongo,PROPN,sna,test
kuroja,VERB,sna,test
kwakapawo,VERB,sna,test
vazvarwe,VERB,sna,test
vakafa,VERB,sna,test
kusina,AUX,sna,test
akazvitakura,VERB,sna,test
yose,PRON,sna,test
matanhatu,CCONJ,sna,test
ane,CCONJ,sna,test
va,AUX,sna,test
e,CCONJ,sna,test
panofanirwa,AUX,sna,test
yakajeka,ADJ,sna,test
vatapi,VERB,sna,test
vanotadza,VERB,sna,test
mafungiro,NOUN,sna,test
everuzhinji,ADJ,sna,test
segaroziva,SCONJ,sna,test
ribudise,VERB,sna,test
havafanirwe,AUX,sna,test
nemazvo,ADV,sna,test
ngonidzashe,PROPN,sna,test
kodoke,PROPN,sna,test
kune,AUX,sna,test
vanoresva,VERB,sna,test
kuzviitisa,VERB,sna,test
pavene,AUX,sna,test
unobudisa,ADJ,sna,test
mutori,NOUN,sna,test
admire,PROPN,sna,test
kudita,PROPN,sna,test
anoshushikana,VERB,sna,test
nekuti,ADP,sna,test
akasiyana,ADJ,sna,test
akapa,VERB,sna,test
dzawo,PRON,sna,test
hariburitse,VERB,sna,test
media,PROPN,sna,test
nigel,PROPN,sna,test
nyamutumbu,PROPN,sna,test
vatsinhira,VERB,sna,test
vakwanise,VERB,sna,test
kuzviongorora,VERB,sna,test
pachavo,ADP,sna,test
vega,ADV,sna,test
kupindira,NOUN,sna,test
settlement,PROPN,sna,test
chikwinya,PROPN,sna,test
nemafambiro,NOUN,sna,test
mumwe,ADV,sna,test
inovandudza,VERB,sna,test
aippa,PROPN,sna,test
inosanganisira,AUX,sna,test
freedom,PROPN,sna,test
information,NOUN,sna,test
data,PROPN,sna,test
protection,ADJ,sna,test
herald,PROPN,sna,test
ichaburitswa,VERB,sna,test
kuzere,ADP,sna,test
vakakuridzira,VERB,sna,test
vakurukure,VERB,sna,test
vakasungunuka,VERB,sna,test
fifth,PROPN,sna,test
brigade,NOUN,sna,test
akaponda,VERB,sna,test
kuchifa,VERB,sna,test
yairwisa,VERB,sna,test
vainge,ADV,sna,test
vapanduka,NOUN,sna,test
vari,ADP,sna,test
kudivi,ADJ,sna,test
zapu,PROPN,sna,test
pakazongourayiwa,VERB,sna,test
collective,NOUN,sna,test
yakazarura,VERB,sna,test
zvinonetsa,VERB,sna,test
vanorwira,NOUN,sna,test
chamhembe,ADJ,sna,test
dzakanaka,ADJ,sna,test
zvakawanikwa,VERB,sna,test
chihambabwe,PROPN,sna,test
vagoziva,VERB,sna,test
pekutangira,ADV,sna,test
tabatavo,VERB,sna,test
sineta,NOUN,sna,test
believe,PROPN,sna,test
zvenyaya,NOUN,sna,test
vazopihwa,VERB,sna,test
hama,NOUN,sna,test
dzakawirwa,VERB,sna,test
vataure,VERB,sna,test
chokwadi,NOUN,sna,test
kutsvaka,VERB,sna,test
munezve,ADP,sna,test
yabatana,VERB,sna,test
kucherechedza,VERB,sna,test
kuyeuchidzana,VERB,sna,test
rinobata,VERB,sna,test
inogona,AUX,sna,test
kukanganisa,VERB,sna,test
vacheche,ADJ,sna,test
zvinozoita,VERB,sna,test
vanonoke,VERB,sna,test
zvavanenge,AUX,sna,test
vachidzidziswa,VERB,sna,test
kunonoka,VERB,sna,test
zvinogona,AUX,sna,test
zvakapfurikidza,VERB,sna,test
mwero,NOUN,sna,test
tomson,PROPN,sna,test
vanoshanda,VERB,sna,test
priors,PROPN,sna,test
rakakosha,VERB,sna,test
kudzidzisana,VERB,sna,test
angaitwa,VERB,sna,test
vanofunga,VERB,sna,test
akaroiwa,VERB,sna,test
vadzidzisane,VERB,sna,test
pe,NOUN,sna,test
mabatirwo,VERB,sna,test
anofanirwa,AUX,sna,test
